"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_continue",6.36866504304975,1.2642865164869,5.03735898469162,1.40301609794827,4.53926726312201
"asc_timelimited",2.44935831787061,1.03166613742933,2.3741772934157,1.13030046227297,2.16699753704878
"asc_withdraw",0,NA,NA,NA,NA
"b_expected_los_continue",-0.174976012544955,0.298803518880359,-0.585588861873529,0.271825053759502,-0.643708187030345
"b_clinical_situation_continue",0.948988902486729,0.4159799020812,2.28133353976675,0.358606489034965,2.64632384383374
"b_age_continue",-1.8324579500518,0.194076203827896,-9.44195070755195,0.239227762677826,-7.65988834046664
"b_frailty_continue",-0.842529499355907,0.259796563304325,-3.24303558384246,0.267690215713345,-3.147404910227
"b_life_expectancy_continue",0.568130914384134,0.236385126495507,2.40341227388912,0.170060078146674,3.3407659256403
"b_suffering_continue",-0.798147575608591,0.370461349343287,-2.15446922337097,0.461267007401,-1.73033744621307
"b_disability_cardiovascular_continue",-0.876068524161534,0.181641478118508,-4.82306427604582,0.156485730335679,-5.59839240474048
"b_disability_pulmonary_continue",-1.20034088449152,0.273875453599362,-4.38279834397806,0.260028528046171,-4.61618920627966
"b_disability_renal_continue",-0.328125951968843,0.230566939098678,-1.42312663407659,0.275471573847538,-1.19114269173358
"b_disability_neurological_continue",-0.455742849023925,0.249857248826359,-1.8240129160337,0.307471358204691,-1.48222862670846
"b_disability_gastrointestinal_continue",-0.739908879899623,0.354287666548949,-2.08844097539985,0.294314257150893,-2.51400964079112
"b_family_values_continue",-2.83359465778517,0.403171239242563,-7.0282658631817,0.46929628110867,-6.03796529367558
"b_expected_los_timelimited",-0.206987327003422,0.212056471108867,-0.976095310466412,0.182545220643205,-1.13389617254341
"b_clinical_situation_timelimited",-0.0372009806572376,0.344029266008548,-0.108133186135139,0.325158151185844,-0.114408882328696
"b_age_timelimited",-0.942118119670775,0.134826844632102,-6.98761527974271,0.150741233739628,-6.24990320364551
"b_frailty_timelimited",-0.0541206150803889,0.185710773683142,-0.29142420769152,0.182956791841821,-0.295810909972557
"b_life_expectancy_timelimited",0.430823812504193,0.166770036083093,2.58334064453603,0.153013495367262,2.81559356232032
"b_suffering_timelimited",-0.0208432181092271,0.320967102566682,-0.0649387988443358,0.372265330463148,-0.0559902209622779
"b_disability_cardiovascular_timelimited",-0.236327964049863,0.124483091359368,-1.8984744150321,0.0937591914082178,-2.52058449417419
"b_disability_pulmonary_timelimited",-0.25337094533622,0.179698250895663,-1.4099800308203,0.182094323295579,-1.39142693056358
"b_disability_renal_timelimited",-0.187142647029464,0.176443690487431,-1.06063666267962,0.183707560331937,-1.01869866809684
"b_disability_neurological_timelimited",0.00330337588133622,0.200389950840493,0.016484738219062,0.265387560921649,0.0124473651661145
"b_disability_gastrointestinal_timelimited",-0.341822108558062,0.257197680836631,-1.32902484752646,0.221371059810492,-1.54411380083144
"b_family_values_timelimited",-1.46378104680417,0.340776300697504,-4.29543088474197,0.354832570706927,-4.12527250214913
"d_asc_continue",5.20319902311584,2.38493795097885,2.18169157020638,2.07516310726985,2.50736870026633
"d_asc_timelimited",5.56673272533835,2.39821929526721,2.32119420285045,2.18580192369123,2.54676906676779
"d_expected_los",0.391721896784391,0.40327786150434,0.971344906767651,0.249141068442687,1.57228954356236
"d_clinical_situation",1.48498103744861,0.753320242228152,1.9712480220316,0.749926057239216,1.98016994224128
"d_age",-0.244659749274747,0.284009793790396,-0.861448283207127,0.274121751379748,-0.892522202427538
"d_frailty",-1.24827403202659,0.424648862268919,-2.93954403964962,0.379650289449319,-3.28795754070728
"d_life_expectancy",-0.232491128156608,0.303352570946003,-0.766405662663699,0.239004466314178,-0.972748048360706
"d_suffering",-1.63861673493129,0.686921864179348,-2.38544850641625,0.671466429787176,-2.44035541054622
"d_disability_cardiovascular",-0.0248359681551612,0.241765615660468,-0.102727462246081,0.187582864601685,-0.13239998337747
"d_disability_pulmonary",-0.643683447969337,0.368718455703738,-1.74573156838814,0.273715246236123,-2.35165361382193
"d_disability_renal",-0.276842264027649,0.370933315287069,-0.746339712876419,0.301624020472952,-0.91783891612331
"d_disability_neurological",-1.25691085887712,0.472917011117993,-2.65778314022948,0.594306393647397,-2.11492064078794
"d_disability_gastrointestinal",-0.409032059551105,0.541449969992339,-0.755438327121695,0.53263892304758,-0.76793497780966
"d_family_values",-2.33020062801658,0.840415136944623,-2.77267807965496,0.946257848249272,-2.46254298691189
