"asc_continue","asc_timelimited","b_expected_los_continue","b_clinical_situation_continue","b_age_continue","b_frailty_continue","b_life_expectancy_continue","b_suffering_continue","b_disability_cardiovascular_continue","b_disability_pulmonary_continue","b_disability_renal_continue","b_disability_neurological_continue","b_disability_gastrointestinal_continue","b_family_values_continue","b_expected_los_timelimited","b_clinical_situation_timelimited","b_age_timelimited","b_frailty_timelimited","b_life_expectancy_timelimited","b_suffering_timelimited","b_disability_cardiovascular_timelimited","b_disability_pulmonary_timelimited","b_disability_renal_timelimited","b_disability_neurological_timelimited","b_disability_gastrointestinal_timelimited","b_family_values_timelimited","d_asc_continue","d_asc_timelimited","d_expected_los","d_clinical_situation","d_age","d_frailty","d_life_expectancy","d_suffering","d_disability_cardiovascular","d_disability_pulmonary","d_disability_renal","d_disability_neurological","d_disability_gastrointestinal","d_family_values","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-988.751059801321
-0.0531902532731326,-0.00826170438509216,-0.0220298333702059,-0.0950190911747169,-0.0834184525400385,-0.0333650676656495,0.0383676814076294,-0.0239710253781271,-0.0411905141181148,-0.0766390682703231,-0.0733461484444131,-0.0580210314543443,-0.0120456558692874,-0.258705359399645,-0.0164836389007081,-0.044882160894255,-0.0164635521496926,-0.0017779080752007,-0.00665622940059445,0.0041048547914556,0.00425264170106586,0.00431621637295097,-0.00283881081346947,0.00372740131753732,-0.0128447872866153,-0.0554711298574722,-0.0561333412705104,0.0412338841700015,0.0341741690297651,-0.0453952175689972,-0.0264417434631255,-0.00862133053323813,0.0555432916484245,0.021684099879857,-0.00435743284399613,-0.0153268854817529,-0.00358181670137096,-0.00972268301667726,0.0455677961739213,-0.113112005181533,-904.30958881881
-0.0353623817115429,-0.024558355123917,0.020354201364042,-0.12975673537416,-0.260992476596181,-0.042868470301327,0.198919043069486,0.0609100325794518,-0.080271770534755,-0.180238914429361,-0.131885414504411,-0.102786415340014,0.0874867080215342,-0.808160450468382,-0.0349573063614304,-0.167012980398506,-0.0771866988983628,0.000610206791154834,0.0088345108560969,0.0293939742746021,0.0104677236224204,0.00747276702495396,-0.0138920166876551,0.0102596199224241,-0.0294558734952211,-0.232678460308596,-0.086822355230538,0.117383714575414,0.154048926123268,-0.108369862542239,-0.0901716885086498,-0.0157063719070669,0.218664171634521,0.125191216137696,0.0119706935342261,-0.024941429990704,0.0531051991489271,-0.00408194815551975,0.211087832583557,-0.383921350183438,-828.961542231579
0.294562619271531,0.0190270665607173,0.0850865076041922,-0.172326643933809,-0.694982192300296,-0.0519308853923449,0.742445997846917,0.292830733595211,-0.167852337071305,-0.242450697442222,-0.154899056576837,-0.102538955209575,0.23070732547613,-1.4581559062801,-0.0590576890308191,-0.329570974367781,-0.343604563030724,0.0864158437717092,0.291477938635152,0.233516059651207,0.0237412823641531,0.00949373016021277,0.0086104055890002,0.0904602861578479,0.0318239440092066,-0.692574905883837,0.0497117813011481,0.359497508690113,0.312794398517253,-0.0861156930031315,-0.17024675569755,-0.193664805672549,0.304133480112796,0.00937210645017464,0.0717001394777119,-0.0211403186281312,0.283381676028799,-0.0659568222013332,0.339766949534624,-0.703563790292897,-748.950049086621
1.03860110850474,0.0630058121470146,-0.103548582071821,0.218102374424673,-1.06184088899445,-0.0263089895734754,1.01459919294101,0.210360228608665,-0.241986307946313,-0.442264790976302,-0.142271052723429,-0.0215417074358129,0.109353833418567,-2.33743389821732,-0.121818731920454,-0.460173296717694,-0.593236463322308,0.137015916472816,0.544170456407839,0.438373710906986,-0.0317785198346829,0.0558177424842604,0.0446160280407672,0.202001783028111,0.02803130482079,-0.833026034546923,0.465579096195071,0.808002976967602,0.428597340848539,0.197533864810938,-0.0102355918194798,-0.410146097343069,0.0347585058345897,-0.271218832212519,0.13203175321091,-0.0918212197121782,0.342885515584568,-0.291803318108843,0.326933872049848,-0.798247613770288,-725.12533793242
2.15119989369203,0.199322332637085,-0.149914300723577,0.0718684409826759,-1.37364930388835,-0.228146690492936,1.1188943830052,0.0496770896075447,-0.435503616183714,-0.436600109460736,-0.15377213579803,-0.110430053106528,-0.118180796490547,-2.20810198492527,-0.160224752621878,-0.497194681970098,-0.729828837110152,0.188194144029909,0.631540907278036,0.478681148737421,-0.0598821626267304,0.0230399058168557,0.0577232589383989,0.272654676168414,-0.0118406879260103,-0.908443980258031,1.21461242324566,1.58290154967339,0.51613186177658,0.455381557847378,0.0298993297419648,-0.636179880757607,-0.0713020263525526,-0.650719144689866,0.206126507350912,-0.22294321801883,0.211669420764721,-0.534904627805274,0.227076396214835,-1.0657904104449,-715.83955967645
3.21620849117968,0.550837188074729,-0.132438852724386,0.34423238124759,-1.47748934000612,-0.330663322163852,0.906900034805412,-0.119595174422124,-0.58775388472019,-0.708962995653806,-0.11663013388754,-0.164422538250913,-0.230078893880777,-2.38204903567626,-0.13448262021588,-0.460141336287808,-0.761843133269148,0.19532411990118,0.601079003827874,0.426645678205449,-0.113865211605578,-0.0242156039617606,0.0267356301922192,0.243984645266491,-0.0473431543596371,-0.958594157199519,2.25713583954976,2.61804600886927,0.473720589963355,0.728446143195236,-0.0431939722765377,-0.761016508597365,-0.1337905401243,-0.868309834667939,0.108877159450237,-0.33941771754171,0.0610954949335383,-0.719390292708731,0.0592477995282941,-1.37412943770585,-710.027525877685
5.66911355096684,2.06469663573375,-0.14492213362383,0.856807520015102,-1.73643679467291,-0.711704887354056,0.625542524342394,-0.700613038419712,-0.821170917629144,-1.12811861378154,-0.270147587983712,-0.356696595049734,-0.651450191771019,-2.72783781929662,-0.17400636154781,-0.0925928348908209,-0.897102282517384,-0.00404904467106099,0.439783236246575,0.0655236556193702,-0.221328902540473,-0.219780592339093,-0.13275650303643,0.0460066165447309,-0.277378841943276,-1.30883289490202,4.55701590522786,4.91055895474778,0.494441796980569,1.3960247897678,-0.195777858059196,-1.16007165083278,-0.232314289688341,-1.59937740136998,0.0358135029340087,-0.58019352878474,-0.248707830237943,-1.17084776843571,-0.353424604666486,-2.11107213326294,-703.805412101478
6.40107661166137,2.31045913449404,-0.142691000233973,0.854640547600836,-1.84912683964224,-0.863552821152294,0.564291430771585,-0.746482411320885,-0.90978115065291,-1.15811449405869,-0.313194057278062,-0.465798443114079,-0.76192626404676,-2.70702591315289,-0.210708289081146,-0.0824186425286252,-0.934722006674844,-0.0244455095682326,0.445311304141885,0.0326104923637784,-0.23521970609124,-0.233790784816608,-0.179332849763185,0.0254241935451523,-0.316617271922209,-1.42420921286591,4.926648883098,5.31692801860773,0.432183262118074,1.37133449842762,-0.245729285513033,-1.16284345940724,-0.249130781446893,-1.54625515774007,-0.0480518559767068,-0.625396320703663,-0.230022159425685,-1.19387579342482,-0.368306414375051,-2.18730169583649,-703.462761186458
6.41603621204854,2.44058595415412,-0.17550403812724,0.946351833716777,-1.83867264455446,-0.849697826539286,0.563843623259323,-0.806012362940033,-0.8878444688464,-1.19671462141895,-0.324567318996887,-0.467154138083611,-0.743294565116146,-2.83115084195655,-0.206902998078158,-0.0373485153949332,-0.943037926638158,-0.0521406693601435,0.433563883878222,-0.0180542915468294,-0.235222279456575,-0.253319575736921,-0.189598262531493,0.0044522583849999,-0.339637700531944,-1.46265383318575,4.97743156311199,5.35037113024983,0.417748981598634,1.43427965839663,-0.232180263327073,-1.20713121540806,-0.238660632641137,-1.61011405560825,-0.0126623028154133,-0.625546336399217,-0.25008089552893,-1.2189098230853,-0.382476830976062,-2.25135338832249,-703.192782416852
