"asc_continue","b_expected_los","b_clinical_situation","b_age","b_frailty","b_life_expectancy","b_suffering","b_disability_cardiovascular","b_disability_pulmonary","b_disability_renal","b_disability_neurological","b_disability_gastrointestinal","b_family_values","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,-173.286795139987
0.186153888781619,0.249709277092388,-0.28321595913946,-0.23028515590552,-0.0297746566406204,0.386243930911606,0.231835744747288,0.0578576783821386,0.000372718078084375,0.135754575842788,0.00402752263504902,0.336005890313346,-0.890793373998736,-136.844168119828
1.54002324802701,0.380001618661851,-0.258241157681419,-0.714541352185443,-0.265022589811454,0.798522868127948,0.0761031760702339,0.103622798809326,-0.142467147776107,0.264253515618496,-0.210165767762399,0.512633197729637,-2.12346270133528,-122.831996261619
5.90809398309876,0.310023042170221,1.00051432363325,-1.01003575644492,-0.87784631134797,0.369528702289344,-1.01105726199604,-0.260599449148272,-0.646147457043734,-0.253882511977871,-0.896955016558863,-0.389707523695099,-2.96767078230276,-115.76478060013
8.04646607015326,0.214761604084024,1.42166962586134,-1.22293655342816,-1.25643507579778,0.19608659335494,-1.53732456226979,-0.32087832848054,-0.91943781535748,-0.400044512685697,-1.20938410786564,-0.68751104910678,-3.62420397958084,-114.239598424821
9.1370498417075,0.262457764816902,1.58701954430047,-1.36021856283802,-1.35492642136623,0.237156363121926,-1.77230474414993,-0.388858218820261,-1.08027377584722,-0.551494614592622,-1.34116685281286,-0.795844776104206,-4.08108502647654,-113.910877323051
9.18002105401393,0.199131515388494,1.58582989702425,-1.35156047054163,-1.38397963554414,0.217503913777199,-1.76278663378569,-0.390196537556613,-1.05279754781357,-0.525886585761149,-1.3517374314866,-0.795905375833262,-4.07617155819719,-113.838024688529
9.23072746134406,0.179858198812438,1.62199014098719,-1.34669970117641,-1.4073711398405,0.215715867857723,-1.79011992600535,-0.379452867240174,-1.05842772020967,-0.53884625681196,-1.36361375071558,-0.815565012060815,-4.09841642031436,-113.830188358548
9.28542964402305,0.170623623733954,1.61155738142266,-1.35240617936199,-1.40382206330965,0.212004769405644,-1.77320540535636,-0.395873146668568,-1.0615944908785,-0.540227161897358,-1.36694437182151,-0.818734213745441,-4.10111544345753,-113.829325908783
9.313053749231,0.169683161474414,1.6265910308254,-1.35273681124108,-1.41622591874871,0.21325599568092,-1.7916388489657,-0.389647535616934,-1.06543085121932,-0.544105777375752,-1.37497386832596,-0.823126990726872,-4.11960596627084,-113.827064405854
9.32701541563426,0.169228040191932,1.63085575753818,-1.35340207318056,-1.41889987676329,0.214288156887573,-1.79522421997354,-0.389821158115728,-1.06776737774485,-0.546199546365954,-1.37755494829978,-0.826626764924712,-4.12547488397646,-113.826945937756
9.33350883580533,0.169050858470059,1.6321256892402,-1.35351766443302,-1.42030464334248,0.214805285983315,-1.796205722975,-0.390108038610933,-1.06857856996582,-0.546684574094803,-1.37927494354088,-0.827774399299475,-4.12819869613354,-113.826921891496
9.3334108759658,0.168937902962441,1.6320599709099,-1.35330335783039,-1.42038393989586,0.215019289834893,-1.79586739476538,-0.390183410670224,-1.06855019869589,-0.546567491492134,-1.37946914351535,-0.828110176342293,-4.12814197980928,-113.826918560669
9.33251367879511,0.168989136292181,1.63182352792231,-1.35316172145512,-1.42029666550085,0.215083875128287,-1.79560135907943,-0.390158254686242,-1.06841323347033,-0.546398327138506,-1.37944666115132,-0.828042947536088,-4.12784751188248,-113.826918065154
9.33215490056774,0.169008376104864,1.63175498889025,-1.3531263277751,-1.42024771402894,0.215089093231737,-1.79553555056555,-0.390137553547604,-1.06836785545812,-0.546355008266233,-1.37939944668583,-0.828009017982617,-4.12772384794791,-113.826918038103
9.33210945404742,0.169013800335871,1.63174758304927,-1.35312386187094,-1.42024165286488,0.215088093881441,-1.79553291916025,-0.390132913610624,-1.06836248750354,-0.546350550974121,-1.37939275966193,-0.828000257471994,-4.12771068668099,-113.826918037349
