"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_continue",4.47153166380058,0.968040719291925,4.61915658575942,1.07396110282927,4.16358809645962
"asc_withdraw",0,NA,NA,NA,NA
"b_expected_los",-0.200525415967312,0.204018271411433,-0.98287969298065,0.175898716573131,-1.14000499761431
"b_clinical_situation",0.322326607074779,0.320929085643865,1.00435461132515,0.299976099035941,1.07450762947671
"b_age",-1.18567895401954,0.130410333630629,-9.09190952135605,0.146582691300913,-8.0888060076992
"b_frailty",-0.261934928572849,0.174303884343562,-1.50274865967165,0.173788977585733,-1.50720104469015
"b_life_expectancy",0.449650163458813,0.158956576564,2.8287609935898,0.142654299689448,3.15202671379469
"b_suffering",-0.298663678165991,0.299940017840386,-0.995744683608457,0.35198754604072,-0.848506379062171
"b_disability_cardiovascular",-0.419897772097033,0.120767463991843,-3.47691139830007,0.0920093647272613,-4.56364168301471
"b_disability_pulmonary",-0.503750519467254,0.170741047069281,-2.95037735866085,0.16829851690294,-2.99319642702361
"b_disability_renal",-0.324147816647799,0.168522548795882,-1.9234685148301,0.183575992524935,-1.76574187174159
"b_disability_neurological",-0.22629827082515,0.186038904001364,-1.21640294560911,0.253536450693189,-0.892567006465666
"b_disability_gastrointestinal",-0.483286717323055,0.246182402966236,-1.96312454302162,0.215709506996886,-2.24045163354823
"b_family_values",-2.01359426637766,0.316805497764544,-6.35593220630976,0.32993683024982,-6.10296905881351
