"coefficient_name","coef","variable","max_util_contrib","importance_pct"
"b_expected_los",-0.0825757368594485,"expected_los",0.0825757368594485,0.612790071614463
"b_clinical_situation",0.582181378107006,"clinical_situation",0.582181378107006,4.32033648079979
"b_age",-1.1908378592099,"age",3.57251357762971,26.5114298017779
"b_frailty",-0.495946666509755,"frailty",0.991893333019509,7.36078671159185
"b_life_expectancy",0.364140759389582,"life_expectancy",0.728281518779165,5.40453771315163
"b_suffering",-0.614390257483931,"suffering",0.614390257483931,4.55935683048922
"b_disability_cardiovascular",-0.385272756756843,"disability_cardiovascular",1.15581827027053,8.57726479411174
"b_disability_pulmonary",-0.618401774725059,"disability_pulmonary",1.23680354945012,9.17825216541001
"b_disability_renal",-0.346634021493979,"disability_renal",0.693268042987958,5.14470460534558
"b_disability_neurological",-0.450828323901676,"disability_neurological",0.901656647803351,6.6911451570759
"b_disability_gastrointestinal",-0.502840649585665,"disability_gastrointestinal",0.502840649585665,3.7315532308811
"b_family_values",-2.41314824335231,"family_values",2.41314824335231,17.9078424377508
