"coefficient_name","weight","robust_se","wald","p_value"
"asc_continue",15.6729879200433,2.62690136972396,35.5972184547877,2.42633746427856e-09
"b_expected_los_continue",-0.227828024997278,0.546777861077929,0.173617079788011,0.676916999449253
"b_clinical_situation_continue",2.9205563274927,0.652247193548836,20.049647206043,7.54574514616468e-06
"b_age_continue",-2.78670858305025,0.398088317854839,49.0031777708164,2.55551135808219e-12
"b_frailty_continue",-3.08035529144767,0.445277396709013,47.8564327532479,4.58599824781913e-12
"b_life_expectancy_continue",0.0493442180830082,0.350186838518199,0.0198551377301982,0.887942416738499
"b_suffering_continue",-3.2609325389598,1.04143543942705,9.80435265241847,0.00174099309723597
"b_disability_cardiovascular_continue",-1.60227644362431,0.392646938418001,16.6521557660923,4.48992516018931e-05
"b_disability_pulmonary_continue",-2.70536485793878,0.383815331753475,49.6829129366836,1.80711001718237e-12
"b_disability_renal_continue",-0.344049006776522,0.239994655829018,2.05512136817374,0.151695166736234
"b_disability_neurological_continue",-2.28818979488732,0.63489908646703,12.9889691211175,0.000313331430178532
"b_disability_gastrointestinal_continue",-0.787339154664292,0.413792116350246,3.62042266387356,0.0570743714878277
"b_family_values_continue",-5.06444282347925,0.890385890508205,32.3524225445013,1.28596788773194e-08
"asc_timelimited",7.66310690949953,2.05768869220347,13.869168582177,0.000195987383234786
"b_expected_los_timelimited",0.207780051515777,0.170981737320924,1.47675431349744,0.224283031333549
"b_clinical_situation_timelimited",1.41096155334464,0.8033307767772,3.08490325357015,0.0790219644166335
"b_age_timelimited",-1.17524548611707,0.254081425200628,21.3949536531198,3.7375362026415e-06
"b_frailty_timelimited",-1.24705699084848,0.407644074105653,9.35858815934921,0.00221943041411699
"b_life_expectancy_timelimited",0.25186061505136,0.205228203278601,1.50607442291367,0.219739073152361
"b_suffering_timelimited",-1.62543703418115,0.635927153798037,6.53319411216738,0.0105879659819798
"b_disability_cardiovascular_timelimited",-0.220258964686078,0.171838005547171,1.64296662108662,0.199918921402847
"b_disability_pulmonary_timelimited",-0.831647230847609,0.26229364732622,10.0531635303769,0.00152086550198982
"b_disability_renal_timelimited",-0.416766598093343,0.268459263102655,2.4100664802603,0.120557246205229
"b_disability_neurological_timelimited",-1.18191691736232,0.604123773744234,3.82756032939775,0.0504162661969976
"b_disability_gastrointestinal_timelimited",-0.763305170357093,0.57545422957186,1.7594415157855,0.184694191202436
"b_family_values_timelimited",-3.78493711396293,0.994556228551621,14.4830040861944,0.000141429852593022
"asc_withdraw",0,NA,NA,NA
