"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_continue",6.89587600714653,1.93750664464637,3.55914960405473,2.63215269169754,2.61986169301569
"b_expected_los_continue",0.303390917943255,0.444520286225384,0.68251309860227,0.366595495909845,0.827590413216277
"b_clinical_situation_continue",1.49313227465738,0.602540262026342,2.47806224539416,0.659215388985101,2.26501428760052
"b_age_continue",-2.10451575823328,0.317282094857037,-6.63294838361915,0.429700743917309,-4.89763117244747
"b_frailty_continue",-1.24222621381489,0.442604408867135,-2.80662864835537,0.559035258611242,-2.22208920578791
"b_life_expectancy_continue",0.563590071581769,0.362360769942006,1.55532860710051,0.263022682530854,2.14274322715744
"b_suffering_continue",-1.13080993535413,0.522218588653252,-2.16539579387698,0.786708623310114,-1.43739359382663
"b_disability_cardiovascular_continue",-0.949883942605064,0.298429731965477,-3.18294003867868,0.284285180826826,-3.34130657054436
"b_disability_pulmonary_continue",-1.13557050805708,0.457303533074605,-2.48318769903713,0.475812694020198,-2.3865914514859
"b_disability_renal_continue",-0.0183670437335523,0.356322957604349,-0.0515460577029297,0.43609492611071,-0.0421170773468012
"b_disability_neurological_continue",-0.729521803164969,0.392033164382079,-1.86086757306576,0.489387945768786,-1.49068200284123
"b_disability_gastrointestinal_continue",-0.557382704962622,0.53823267042165,-1.0355794725838,0.386765297965425,-1.44113938839583
"b_family_values_continue",-3.52152707703349,0.6140392790351,-5.73501923617527,0.794864331097687,-4.43034985878704
"asc_timelimited",3.34890521202412,1.33241450579043,2.51341095242539,1.67534929893347,1.99892954511399
"b_expected_los_timelimited",0.0323652602427625,0.266179994489299,0.121591633153571,0.215338477507747,0.150299475585352
"b_clinical_situation_timelimited",0.490828633653547,0.459355009025779,1.06851699450174,0.501998450200732,0.977749300734457
"b_age_timelimited",-1.03631104844419,0.171931954808027,-6.02744876367683,0.209914584750957,-4.93682251604225
"b_frailty_timelimited",-0.32632685112124,0.237138198955924,-1.37610411379524,0.254829140104041,-1.28057117403452
"b_life_expectancy_timelimited",0.350622681726345,0.208963059237953,1.67791705866576,0.194336696986491,1.80420212529762
"b_suffering_timelimited",-0.102336649798382,0.413468103420732,-0.247507967245172,0.562749750329266,-0.181851079877875
"b_disability_cardiovascular_timelimited",-0.24998855205394,0.156853700438576,-1.59376891558791,0.0899511564441992,-2.77915884504519
"b_disability_pulmonary_timelimited",-0.297989756541467,0.22877295572504,-1.30255674494855,0.247299728933051,-1.20497405244686
"b_disability_renal_timelimited",-0.282900504099235,0.223052093632117,-1.26831584269201,0.278462953095101,-1.01593587568763
"b_disability_neurological_timelimited",-0.228552339787419,0.260663514138914,-0.876809861719343,0.402177467257602,-0.568287282094367
"b_disability_gastrointestinal_timelimited",-0.303230132393241,0.331156195494641,-0.915671023277437,0.301674015128088,-1.0051582741208
"b_family_values_timelimited",-2.0698010498893,0.461172385851097,-4.48812876354135,0.607889831711399,-3.40489500221145
"asc_withdraw",0,NA,NA,NA,NA
