"coefficient_name","weight","robust_se","wald","p_value"
"asc_continue",6.89587600714653,2.63215269169754,6.86367529053106,0.00879654348459713
"b_expected_los_continue",0.303390917943255,0.366595495909845,0.684905892047488,0.407902499344567
"b_clinical_situation_continue",1.49313227465738,0.659215388985101,5.13028972303447,0.0235118027609471
"b_age_continue",-2.10451575823328,0.429700743917309,23.9867911013292,9.69988817933753e-07
"b_frailty_continue",-1.24222621381489,0.559035258611242,4.93768043847914,0.0262772776113482
"b_life_expectancy_continue",0.563590071581769,0.263022682530854,4.59134853752908,0.0321337222796615
"b_suffering_continue",-1.13080993535413,0.786708623310114,2.06610034357383,0.150606188039576
"b_disability_cardiovascular_continue",-0.949883942605064,0.284285180826826,11.1643295983629,0.000833850954871651
"b_disability_pulmonary_continue",-1.13557050805708,0.475812694020198,5.69581875630558,0.0170053773056486
"b_disability_renal_continue",-0.0183670437335523,0.43609492611071,0.00177384820423643,0.966405366495726
"b_disability_neurological_continue",-0.729521803164969,0.489387945768786,2.22213283359474,0.136045003344028
"b_disability_gastrointestinal_continue",-0.557382704962622,0.386765297965425,2.0768827367859,0.14954530775564
"b_family_values_continue",-3.52152707703349,0.794864331097687,19.6279998712544,9.40803304216864e-06
"asc_timelimited",3.34890521202412,1.67534929893347,3.9957193263296,0.0456159774840584
"b_expected_los_timelimited",0.0323652602427625,0.215338477507747,0.0225899323612318,0.88052834671277
"b_clinical_situation_timelimited",0.490828633653547,0.501998450200732,0.95599369508672,0.328198331740287
"b_age_timelimited",-1.03631104844419,0.209914584750957,24.3722165549017,7.94056730812898e-07
"b_frailty_timelimited",-0.32632685112124,0.254829140104041,1.63986253176815,0.200344330361048
"b_life_expectancy_timelimited",0.350622681726345,0.194336696986491,3.25514530892844,0.0711996263008656
"b_suffering_timelimited",-0.102336649798382,0.562749750329266,0.0330698152527494,0.855699596842747
"b_disability_cardiovascular_timelimited",-0.24998855205394,0.0899511564441992,7.72372388599292,0.0054499867304767
"b_disability_pulmonary_timelimited",-0.297989756541467,0.247299728933051,1.4519624670702,0.228213318950803
"b_disability_renal_timelimited",-0.282900504099235,0.278462953095101,1.03212570350919,0.309659923480295
"b_disability_neurological_timelimited",-0.228552339787419,0.402177467257602,0.322950434990203,0.569839913305034
"b_disability_gastrointestinal_timelimited",-0.303230132393241,0.301674015128088,1.0103431560335,0.314820643488521
"b_family_values_timelimited",-2.0698010498893,0.607889831711399,11.5933099760845,0.000661894979111399
"asc_withdraw",0,NA,NA,NA
