"coefficient_name","coef","variable","sd_x","sd_y","std_coef","importance_pct"
"b_expected_los",0,"expected_los",0.50060204717775,0.495781400202901,0,0
"b_clinical_situation",1.726798127489,"clinical_situation",0.50060204717775,0.495781400202901,1.74358835835698,8.43629485219051
"b_age",-1.42878366059381,"age",1.10202442410561,0.495781400202901,-3.17590472351929,15.3665104160943
"b_frailty",-1.48831349013962,"frailty",0.825302670534858,0.495781400202901,-2.47752153974029,11.9874063804817
"b_life_expectancy",0,"life_expectancy",0.766780155734951,0.495781400202901,0,0
"b_suffering",-1.92249926548921,"suffering",0.50060204717775,0.495781400202901,-1.94119236342418,9.39239532322804
"b_disability_cardiovascular",-0.469810416169939,"disability_cardiovascular",1.10202442410561,0.495781400202901,-1.04429604076838,5.05279200257971
"b_disability_pulmonary",-1.17965221223502,"disability_pulmonary",0.817479719852106,0.495781400202901,-1.94509467193836,9.41127651446335
"b_disability_renal",-0.632411039448632,"disability_renal",0.73468294940374,0.495781400202901,-0.937150138160604,4.53437008133273
"b_disability_neurological",-1.42535197157633,"disability_neurological",0.801604816056202,0.495781400202901,-2.30458223023935,11.1506452266857
"b_disability_gastrointestinal",-0.862439623344308,"disability_gastrointestinal",0.50060204717775,0.495781400202901,-0.870825409821097,4.21346006746295
"b_family_values",-4.26975316658088,"family_values",0.490880693673816,0.495781400202901,-4.22754745411873,20.454849135481
