"coefficient_name","coef","variable","sd_x","sd_y","std_coef","importance_pct"
"b_expected_los",0,"expected_los",0.499877626849061,0.499565996290391,0,0
"b_clinical_situation",0.585777096179805,"clinical_situation",0.499877626849061,0.499565996290391,0.586142505445236,5.25693703574141
"b_age",-1.18964469776637,"age",1.10042968652906,0.499565996290391,-2.62051531041963,23.5026190049264
"b_frailty",-0.49520716396323,"frailty",0.824108376513834,0.499565996290391,-0.816917834604844,7.32669202454406
"b_life_expectancy",0.361305870930422,"life_expectancy",0.765670549540607,0.499565996290391,0.553763200061231,4.96653671827005
"b_suffering",-0.61731284049762,"suffering",0.499877626849061,0.499565996290391,-0.617697921841801,5.53994813900092
"b_disability_cardiovascular",-0.380067810668543,"disability_cardiovascular",1.10042968652906,0.499565996290391,-0.837202501490221,7.50861914229577
"b_disability_pulmonary",-0.625141192457634,"disability_pulmonary",0.816296746409048,0.499565996290391,-1.02148810215019,9.16142164384332
"b_disability_renal",-0.34522405366167,"disability_renal",0.733619791019371,0.499565996290391,-0.506966446841423,4.54683061801583
"b_disability_neurological",-0.452813699642743,"disability_neurological",0.800444815158084,0.499565996290391,-0.725534525574265,6.50710242435538
"b_disability_gastrointestinal",-0.510887804413555,"disability_gastrointestinal",0.499877626849061,0.499565996290391,-0.511206497545372,4.58485836616912
"b_family_values",-2.39754363994552,"family_values",0.490170341098426,0.499565996290391,-2.3524515129475,21.0984348828377
