"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_continue",4.34846815650281,0.865021185932989,5.02700769324241,0.937493545257887,4.63839796924323
"asc_withdraw",0,NA,NA,NA,NA
"asc_timelimited",4.86605023553687,0.863700723834997,5.63395410152104,0.965141952950706,5.04179744819921
"b_expected_los",-0.0825762640150321,0.172685787809089,-0.478187956650626,0.137869810112566,-0.59894377128402
"b_clinical_situation",0.582184725604176,0.282455119797776,2.06115833914072,0.267841836678672,2.17361384921587
"b_age",-1.19083726010322,0.113581351169594,-10.48444350979,0.123014573317067,-9.68045677835151
"b_frailty",-0.495948645591973,0.15300708893872,-3.24134423464916,0.158629421282158,-3.1264606627406
"b_life_expectancy",0.364141464463247,0.132228453976403,2.75388128283062,0.110825950368188,3.28570576885189
"b_suffering",-0.614394802400925,0.265142019494346,-2.31722909696713,0.312857239280061,-1.96381839785697
"b_disability_cardiovascular",-0.385270644915564,0.101424413659422,-3.79859869054094,0.0748418609311561,-5.14779616810916
"b_disability_pulmonary",-0.618401565591037,0.147483947337752,-4.19300931900637,0.140400828132145,-4.40454357583274
"b_disability_renal",-0.346634603592997,0.147361438745311,-2.35227483217027,0.151194667917932,-2.29263775215372
"b_disability_neurological",-0.45083107516524,0.166118848077929,-2.71390682262466,0.226766975497683,-1.98808082250868
"b_disability_gastrointestinal",-0.502844569275451,0.21332716372753,-2.35715208738116,0.185468938446106,-2.71120638036955
"b_family_values",-2.41315091053982,0.286329875372356,-8.42786980367189,0.319086793745699,-7.56267873769484
