"asc_continue","asc_timelimited","b_expected_los","b_clinical_situation","b_age","b_frailty","b_life_expectancy","b_suffering","b_disability_cardiovascular","b_disability_pulmonary","b_disability_renal","b_disability_neurological","b_disability_gastrointestinal","b_family_values","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-714.09798763428
-0.212351916580386,0.173818535649652,0.000262100445750434,-0.18046337447192,-0.192964676102606,0.0186014751541172,0.232508651031983,0.140501040159265,-0.0497520203836232,-0.0655842925828356,-0.0522517667415481,-0.0272053537253307,0.0269219616800316,-0.432719715866327,-617.708823617866
-0.235709970004133,0.275470941468483,-0.0221921152508019,-0.315528149740178,-0.472454761920835,0.0811875028495061,0.536302095670451,0.302485834756231,-0.0650133710534993,-0.0723423833379384,-0.082738649598852,0.0110802948683867,0.0960574013830885,-0.933225725987208,-574.886008491653
0.503443258035531,1.03548344917655,-0.195558840920049,-0.280272409972981,-0.953060115047444,0.138761651724166,0.838104242433991,0.433578395365276,-0.197834901174576,-0.0661307045161699,-0.0675008236277359,0.123199903164669,0.0264650213004796,-1.4647629439232,-559.078702120135
1.58297281841556,2.01719789360624,-0.13274200210905,-0.0726742293464521,-1.01315922858778,0.00325656094740817,0.656802845848307,0.152698641219202,-0.286646925187352,-0.242567448462138,-0.116308374027891,0.00334824641163285,-0.167332832690235,-1.5614679115526,-555.269595633675
2.61899269076354,3.05484599238123,-0.1582913225816,0.143981892254414,-1.10825314792049,-0.135246890517617,0.546347170254392,-0.0724253060804503,-0.368595798498675,-0.385899098401721,-0.226489697356763,-0.119940468191569,-0.329510808634166,-1.79188346615283,-553.557514261235
3.38845014847725,3.8160186980575,-0.181939753732666,0.298199439723827,-1.17104837687553,-0.237377563915073,0.458639737901442,-0.247653763933653,-0.422840861605285,-0.485466610829412,-0.305195937069107,-0.210482204425544,-0.455758746913243,-1.96259633465778,-553.088519018595
3.54920272408629,3.96955701845127,-0.199264111737396,0.325496191602849,-1.18626985011635,-0.263546106187221,0.449672418843867,-0.30289530080639,-0.418451866703959,-0.506141152628031,-0.324425937068157,-0.226933347829467,-0.485926425687698,-2.01301402372498,-553.05426988797
3.54702417446464,3.96988840697142,-0.200385702304351,0.323549058527675,-1.18570315557474,-0.262446433957986,0.449644479781689,-0.299183061542036,-0.420137463814489,-0.503936524588527,-0.324536121795671,-0.227135890355452,-0.48363379700504,-2.01440768157604,-553.053413333231
3.5444596078387,3.96757125345028,-0.20045248081634,0.322258330478136,-1.18561244430148,-0.261952761285947,0.44967801598168,-0.298569103282999,-0.419896779483918,-0.503769215603835,-0.324123930418907,-0.226332572882171,-0.483328001098431,-2.01353387478682,-553.053393148737
3.54451878200625,3.96763885375935,-0.200524266903455,0.322326137099528,-1.18566702587428,-0.26192862033647,0.449666583670341,-0.29864638170431,-0.419886675130294,-0.503733445195842,-0.324136993961964,-0.226294379079901,-0.483287970644403,-2.01359593721897,-553.053392544073
3.54461245234867,3.96773337721509,-0.200524610500413,0.322325442060035,-1.18567923807298,-0.261934408175971,0.449649905908007,-0.298664071645712,-0.419897773701581,-0.503751010577838,-0.32414866455327,-0.22629795514945,-0.483289213732478,-2.01359454749252,-553.053392530238
