"asc_continue","asc_timelimited","b_expected_los","b_clinical_situation","b_age","b_frailty","b_life_expectancy","b_suffering","b_disability_cardiovascular","b_disability_pulmonary","b_disability_renal","b_disability_neurological","b_disability_gastrointestinal","b_family_values","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-466.910222683946
-0.332840509617351,0.252422036836427,0.120053112309203,-0.138512107494596,-0.222960332300627,-0.00756782674106678,0.250042083316691,0.184456847907787,-0.060497666468776,-0.0474318461662648,-0.0357770107866179,-0.0371166604630837,0.0990823134336304,-0.532030685298344,-393.448812616562
-0.385038254012377,0.371946916823844,0.199054784483513,-0.19069684032157,-0.543669772520702,0.0151155086855154,0.550665720859897,0.396678411858441,-0.0659016951271226,-0.0308814921534153,-0.0441918837496863,-0.0198194794947959,0.245875195638468,-1.19836916369714,-363.561835691261
-0.0660374114987214,0.68185891964666,0.123758272614855,0.0327794652337654,-0.896736124963583,0.0038323084643877,0.79719620590363,0.496421888696199,-0.0926778299763322,0.0549379122936196,0.00756789105139703,0.0183740760203447,0.279532229975619,-1.75630793155086,-356.167998375481
1.67545795348391,2.34129350398851,0.175519512289453,0.358940362141837,-1.04653935563138,-0.190260543098841,0.596912924070458,0.144374324641054,-0.261579447685581,-0.173783379380026,-0.133161028724341,-0.199411040763342,-0.0252116331156692,-2.00921286463015,-352.421621671374
3.55657344291704,4.19691110248348,0.143483771925194,0.775744591187142,-1.21242096521365,-0.469893390737679,0.4005789586439,-0.365512852154023,-0.359138467716469,-0.45826866364231,-0.311319425185732,-0.421455685685332,-0.350893368293745,-2.43836433089947,-350.913899319377
3.76442749587147,4.41683938858142,0.102960947913737,0.815623325681632,-1.23853191492659,-0.49300243251088,0.384274435262086,-0.362409781510656,-0.388425055735417,-0.456305946511468,-0.336913034357297,-0.432878575319001,-0.384287960775889,-2.5197791869361,-350.828894503416
3.76582347899296,4.42505191794869,0.0971092629236973,0.80332721172205,-1.24359366177353,-0.490753217127769,0.388869446859248,-0.365156932989984,-0.384911431697347,-0.45722936488916,-0.34052846944333,-0.423165924255893,-0.378895205071576,-2.53725042685801,-350.81936590945
3.77028298409303,4.42892378645933,0.0975765785030672,0.80217679462443,-1.24415468607622,-0.489806093542669,0.385907047034449,-0.365722383822931,-0.386405228412472,-0.457309053368862,-0.339500553851685,-0.422189542562372,-0.380188287239558,-2.53233165733128,-350.819016108555
3.76707394841001,4.42644573577608,0.0970876173160093,0.801927779752205,-1.24435536854442,-0.489448510738741,0.386817400951934,-0.36669869164119,-0.385385910180122,-0.45727714381393,-0.339810654416404,-0.421874505256979,-0.378548709624691,-2.53329699140157,-350.818976185736
3.76942772786638,4.42870173803755,0.0970559851906091,0.802014555967711,-1.2445973466675,-0.489479763232755,0.386298645352162,-0.366512273093436,-0.385946682001063,-0.457333975749171,-0.339876325867897,-0.421933481564485,-0.378987075798951,-2.53312691380292,-350.818960510802
3.76948662406046,4.4287198124495,0.0970136536623427,0.8019327891395,-1.24458852264991,-0.48948088349511,0.386248082214244,-0.366556028995459,-0.385915541470094,-0.457361421403011,-0.33985732732126,-0.421879655464577,-0.379012821895572,-2.53305348465871,-350.818960302142
3.76962197730164,4.42886767921949,0.0970049961408122,0.801965869733578,-1.24460815771037,-0.489494473446066,0.386240110008958,-0.366578387691361,-0.385932234123944,-0.457373970626301,-0.339880466394167,-0.421900026908781,-0.379010440386418,-2.53310297426893,-350.818960277796
