"coefficient_name","weight","robust_se","wald","p_value"
"asc_continue",4.91914887647424,1.02192935890327,23.1706480639958,1.48242840558588e-06
"asc_withdraw",0,NA,NA,NA
"asc_timelimited",5.31805629587929,1.06793005447834,24.79820483064,6.36567265566157e-07
"b_expected_los",-0.257172833046443,0.189287762467142,1.84588696573792,0.174262523349534
"b_clinical_situation",0.425164439024467,0.341065992247706,1.55394995969953,0.212553265893511
"b_age",-1.15764874897905,0.154601083053391,56.0697409375132,6.99440505513849e-14
"b_frailty",-0.519043129359386,0.209308036872968,6.14943314562784,0.0131454228134447
"b_life_expectancy",0.360224256538901,0.139980713679825,6.62230990473006,0.010070913493361
"b_suffering",-0.831418753939431,0.375985188442801,4.88987952856675,0.0270145711676496
"b_disability_cardiovascular",-0.383241324581815,0.116183319638762,10.88070667767,0.000971711638166117
"b_disability_pulmonary",-0.755170853694731,0.177614904390724,18.0772193035442,2.12124246243839e-05
"b_disability_renal",-0.357602621541404,0.139937899751173,6.53026318474181,0.0106054263849362
"b_disability_neurological",-0.49695943306709,0.25956195333721,3.66572439427286,0.0555424941097307
"b_disability_gastrointestinal",-0.617358904190895,0.238480936588381,6.70143941202237,0.00963351091200249
"b_family_values",-2.37344696787197,0.358154756268565,43.9154784612861,3.42866846025913e-11
