"coefficient_name","weight","robust_se","wald","p_value"
"asc_continue",9.33210945404742,1.75450503206257,28.2911376318008,1.04372741671632e-07
"asc_withdraw",0,NA,NA,NA
"b_expected_los",0.169013800335871,0.183411331439245,0.849164846668807,0.356788705978507
"b_clinical_situation",1.63174758304927,0.678866959257755,5.77745554416557,0.0162330244382547
"b_age",-1.35312386187094,0.237098346806199,32.570022144161,1.14974538778512e-08
"b_frailty",-1.42024165286488,0.328344131956228,18.7096633307085,1.52209169625994e-05
"b_life_expectancy",0.215088093881441,0.200439931919102,1.15150081207838,0.283235197376721
"b_suffering",-1.79553291916025,0.555663944106332,10.4414859701151,0.00123216101181456
"b_disability_cardiovascular",-0.390132913610624,0.161622860575825,5.82665902642115,0.0157850740969613
"b_disability_pulmonary",-1.06836248750354,0.214911176350297,24.7126465925459,6.6546077270857e-07
"b_disability_renal",-0.546350550974121,0.247810992135546,4.86073156681964,0.0274746837333113
"b_disability_neurological",-1.37939275966193,0.542419508867655,6.46703604963591,0.0109893661631917
"b_disability_gastrointestinal",-0.828000257471994,0.493510867064716,2.81492937546494,0.09339100685271
"b_family_values",-4.12771068668099,0.849793486331522,23.5934637237322,1.18991021791359e-06
