"asc_continue","b_expected_los","b_clinical_situation","b_age","b_frailty","b_life_expectancy","b_suffering","b_disability_cardiovascular","b_disability_pulmonary","b_disability_renal","b_disability_neurological","b_disability_gastrointestinal","b_family_values","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,-450.545667363965
0.109894101374712,0.0469647940024264,-0.228771998955625,-0.259461837902281,0.0730002264900353,0.360302720714721,0.236348923228404,0.000675712552660425,-0.00358693458310271,-0.0221451812610009,0.042003704460003,0.112664436396063,-0.565355443963125,-378.349465817678
1.02650453780065,-0.130141322456972,-0.356510501792097,-0.856856973326576,0.180150220566507,0.849185930171643,0.452452538902772,-0.121729516151246,-0.0381303883098833,-0.0468721446725253,0.131426073388304,0.103244406778027,-1.34738730531741,-338.21843472003
2.60077853330409,-0.127014401259513,-0.0296173779506278,-1.00887658268123,-0.0151727332751416,0.641141870999722,0.14050501565065,-0.302843905426236,-0.246901367795972,-0.125917487976309,-0.0299334146905114,-0.170591863231796,-1.57181237997056,-332.972898044063
4.30303012138113,-0.170869428063052,0.311004739864691,-1.16642517131037,-0.246005104143754,0.454073579171779,-0.280683538606093,-0.409385251368878,-0.500495226926259,-0.298907289791657,-0.213082161042182,-0.461065820781351,-1.93970792608332,-330.930874619685
4.48495406734423,-0.200157374813268,0.336532359004492,-1.1861096887699,-0.266597016104816,0.448749273881303,-0.303615700707233,-0.421565242155991,-0.503885342993094,-0.325058546067976,-0.23314039047524,-0.488332375343478,-2.01424224587513,-330.869207638746
4.47684797355557,-0.19973477780016,0.323262368532383,-1.18548926806102,-0.262855950408549,0.44901328424059,-0.299837235546063,-0.420364485315711,-0.504737021885862,-0.324636898488618,-0.227481366371239,-0.484636567772435,-2.0144799634849,-330.866598236385
4.47124201506802,-0.200618306387952,0.322388925853432,-1.18564022532643,-0.261996072881459,0.449855346545546,-0.298618867144561,-0.419766736822292,-0.503636255670387,-0.324187793562824,-0.226368621920023,-0.483433306769968,-2.01378720384531,-330.866535458667
4.4714802328565,-0.200510221326958,0.322340221388126,-1.18566921472088,-0.261934665777141,0.449672372095602,-0.298664009902221,-0.419878838223696,-0.503742077968962,-0.324148433021137,-0.226309105321881,-0.483305342157598,-2.0136265016233,-330.866532971704
4.47153198815081,-0.200522717993597,0.322322718241466,-1.18567945706231,-0.261933930834113,0.449650096267049,-0.298659637444687,-0.41989893382449,-0.503750669257255,-0.324147974319235,-0.226298019613612,-0.483290505197637,-2.01358945741693,-330.866532929941
4.47153166380058,-0.200525415967312,0.322326607074779,-1.18567895401954,-0.261934928572849,0.449650163458813,-0.298663678165991,-0.419897772097033,-0.503750519467254,-0.324147816647799,-0.22629827082515,-0.483286717323055,-2.01359426637766,-330.866532929272
